Map: 100%|██████████| 10/10 [00:00<00:00, 109.82 examples/s]
/n/holylabs/LABS/dam_lab/Lab/sqin/envs/reason/lib/python3.11/site-packages/transformers/training_args.py:1575: FutureWarning: `evaluation_strategy` is deprecated and will be removed in version 4.46 of 🤗 Transformers. Use `eval_strategy` instead
  warnings.warn(
/n/home05/sqin/self-correct/sudoku/train.py:176: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `Trainer.__init__`. Use `processing_class` instead.
  trainer = Trainer(
Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
tokenized dataset DatasetDict({
    train: Dataset({
        features: ['input_ids'],
        num_rows: 10000
    })
    val: Dataset({
        features: ['input_ids'],
        num_rows: 10
    })
})
[2025-01-15 18:09:12,925] [INFO] [real_accelerator.py:158:get_accelerator] Setting ds_accelerator to cuda (auto detect)
{'loss': 2.3947, 'grad_norm': 25.75, 'learning_rate': 2.0000000000000002e-07, 'epoch': 0.008}
{'loss': 0.8209, 'grad_norm': 22.0, 'learning_rate': 6.644444444444444e-06, 'epoch': 1.608}
{'loss': 0.8215, 'grad_norm': 15.25, 'learning_rate': 6.6222222222222236e-06, 'epoch': 1.616}
{'loss': 0.8279, 'grad_norm': 23.125, 'learning_rate': 6.600000000000001e-06, 'epoch': 1.624}
{'loss': 0.8165, 'grad_norm': 22.5, 'learning_rate': 6.577777777777779e-06, 'epoch': 1.6320000000000001}
{'loss': 0.816, 'grad_norm': 12.3125, 'learning_rate': 6.555555555555556e-06, 'epoch': 1.6400000000000001}
{'loss': 0.8255, 'grad_norm': 16.5, 'learning_rate': 6.533333333333334e-06, 'epoch': 1.6480000000000001}
{'loss': 0.8276, 'grad_norm': 18.25, 'learning_rate': 6.511111111111112e-06, 'epoch': 1.6560000000000001}
{'loss': 0.8267, 'grad_norm': 23.625, 'learning_rate': 6.488888888888889e-06, 'epoch': 1.6640000000000001}
{'loss': 0.8227, 'grad_norm': 20.875, 'learning_rate': 6.466666666666667e-06, 'epoch': 1.6720000000000002}
{'loss': 0.8312, 'grad_norm': 19.375, 'learning_rate': 6.444444444444445e-06, 'epoch': 1.6800000000000002}
{'eval_valid_loss': 0.20691156387329102, 'eval_valid_runtime': 0.1278, 'eval_valid_samples_per_second': 78.245, 'eval_valid_steps_per_second': 39.122, 'epoch': 1.6800000000000002}
{'loss': 0.8286, 'grad_norm': 19.0, 'learning_rate': 6.422222222222223e-06, 'epoch': 1.688}
{'loss': 0.8179, 'grad_norm': 17.125, 'learning_rate': 6.4000000000000006e-06, 'epoch': 1.696}
{'loss': 0.8292, 'grad_norm': 23.0, 'learning_rate': 6.377777777777778e-06, 'epoch': 1.704}
{'loss': 0.8254, 'grad_norm': 22.75, 'learning_rate': 6.355555555555556e-06, 'epoch': 1.712}
{'loss': 0.8283, 'grad_norm': 17.75, 'learning_rate': 6.333333333333333e-06, 'epoch': 1.72}
{'loss': 0.8245, 'grad_norm': 16.75, 'learning_rate': 6.311111111111111e-06, 'epoch': 1.728}
{'loss': 0.8162, 'grad_norm': 20.75, 'learning_rate': 6.28888888888889e-06, 'epoch': 1.736}
{'loss': 0.8339, 'grad_norm': 19.875, 'learning_rate': 6.266666666666668e-06, 'epoch': 1.744}
{'loss': 0.8192, 'grad_norm': 15.125, 'learning_rate': 6.2444444444444456e-06, 'epoch': 1.752}
{'loss': 0.8161, 'grad_norm': 20.875, 'learning_rate': 6.222222222222223e-06, 'epoch': 1.76}
{'eval_valid_loss': 0.20520475506782532, 'eval_valid_runtime': 0.1263, 'eval_valid_samples_per_second': 79.152, 'eval_valid_steps_per_second': 39.576, 'epoch': 1.76}
{'loss': 0.8262, 'grad_norm': 16.125, 'learning_rate': 6.200000000000001e-06, 'epoch': 1.768}
{'loss': 0.8223, 'grad_norm': 20.5, 'learning_rate': 6.177777777777778e-06, 'epoch': 1.776}
{'loss': 0.8178, 'grad_norm': 14.125, 'learning_rate': 6.155555555555556e-06, 'epoch': 1.784}
{'loss': 0.8193, 'grad_norm': 15.5, 'learning_rate': 6.133333333333334e-06, 'epoch': 1.792}
{'loss': 0.8259, 'grad_norm': 20.75, 'learning_rate': 6.111111111111112e-06, 'epoch': 1.8}
{'loss': 0.8184, 'grad_norm': 20.75, 'learning_rate': 6.08888888888889e-06, 'epoch': 1.808}
{'loss': 0.8178, 'grad_norm': 21.625, 'learning_rate': 6.066666666666667e-06, 'epoch': 1.8159999999999998}
{'loss': 0.8199, 'grad_norm': 14.5625, 'learning_rate': 6.044444444444445e-06, 'epoch': 1.8239999999999998}
{'loss': 0.8134, 'grad_norm': 18.875, 'learning_rate': 6.0222222222222225e-06, 'epoch': 1.8319999999999999}
{'loss': 0.8233, 'grad_norm': 22.625, 'learning_rate': 6e-06, 'epoch': 1.8399999999999999}
{'eval_valid_loss': 0.20658347010612488, 'eval_valid_runtime': 0.1259, 'eval_valid_samples_per_second': 79.416, 'eval_valid_steps_per_second': 39.708, 'epoch': 1.8399999999999999}
{'loss': 0.8216, 'grad_norm': 17.5, 'learning_rate': 5.977777777777778e-06, 'epoch': 1.8479999999999999}
{'loss': 0.8259, 'grad_norm': 16.0, 'learning_rate': 5.955555555555555e-06, 'epoch': 1.8559999999999999}
{'loss': 0.8199, 'grad_norm': 14.375, 'learning_rate': 5.933333333333335e-06, 'epoch': 1.8639999999999999}
{'loss': 0.8232, 'grad_norm': 15.75, 'learning_rate': 5.911111111111112e-06, 'epoch': 1.8719999999999999}
{'loss': 0.8184, 'grad_norm': 16.125, 'learning_rate': 5.88888888888889e-06, 'epoch': 1.88}
{'loss': 0.8134, 'grad_norm': 13.125, 'learning_rate': 5.8666666666666675e-06, 'epoch': 1.888}
{'loss': 0.8253, 'grad_norm': 16.0, 'learning_rate': 5.844444444444445e-06, 'epoch': 1.896}
{'loss': 0.8208, 'grad_norm': 13.5625, 'learning_rate': 5.822222222222223e-06, 'epoch': 1.904}
{'loss': 0.8192, 'grad_norm': 18.0, 'learning_rate': 5.8e-06, 'epoch': 1.912}
{'loss': 0.8156, 'grad_norm': 14.5625, 'learning_rate': 5.777777777777778e-06, 'epoch': 1.92}
{'eval_valid_loss': 0.20488591492176056, 'eval_valid_runtime': 0.126, 'eval_valid_samples_per_second': 79.361, 'eval_valid_steps_per_second': 39.68, 'epoch': 1.92}
{'loss': 0.819, 'grad_norm': 18.875, 'learning_rate': 5.7555555555555564e-06, 'epoch': 1.928}
{'loss': 0.8128, 'grad_norm': 14.0, 'learning_rate': 5.733333333333334e-06, 'epoch': 1.936}
{'loss': 0.8185, 'grad_norm': 19.625, 'learning_rate': 5.711111111111112e-06, 'epoch': 1.944}
{'loss': 0.8197, 'grad_norm': 16.5, 'learning_rate': 5.688888888888889e-06, 'epoch': 1.952}
{'loss': 0.8154, 'grad_norm': 17.5, 'learning_rate': 5.666666666666667e-06, 'epoch': 1.96}
{'loss': 0.8173, 'grad_norm': 15.125, 'learning_rate': 5.6444444444444445e-06, 'epoch': 1.968}
{'loss': 0.8156, 'grad_norm': 18.5, 'learning_rate': 5.622222222222222e-06, 'epoch': 1.976}
{'loss': 0.818, 'grad_norm': 16.875, 'learning_rate': 5.600000000000001e-06, 'epoch': 1.984}
{'loss': 0.8263, 'grad_norm': 14.5, 'learning_rate': 5.577777777777778e-06, 'epoch': 1.992}
{'loss': 0.8117, 'grad_norm': 19.375, 'learning_rate': 5.555555555555557e-06, 'epoch': 2.0}
{'eval_valid_loss': 0.20489601790905, 'eval_valid_runtime': 0.1262, 'eval_valid_samples_per_second': 79.267, 'eval_valid_steps_per_second': 39.634, 'epoch': 2.0}
{'loss': 0.8169, 'grad_norm': 20.0, 'learning_rate': 5.533333333333334e-06, 'epoch': 2.008}
{'loss': 0.8187, 'grad_norm': 25.125, 'learning_rate': 5.511111111111112e-06, 'epoch': 2.016}
{'loss': 0.8159, 'grad_norm': 22.0, 'learning_rate': 5.4888888888888895e-06, 'epoch': 2.024}
{'loss': 0.8126, 'grad_norm': 20.25, 'learning_rate': 5.466666666666667e-06, 'epoch': 2.032}
{'loss': 0.8174, 'grad_norm': 17.125, 'learning_rate': 5.444444444444445e-06, 'epoch': 2.04}
{'loss': 0.8126, 'grad_norm': 13.625, 'learning_rate': 5.422222222222223e-06, 'epoch': 2.048}
{'loss': 0.819, 'grad_norm': 16.5, 'learning_rate': 5.400000000000001e-06, 'epoch': 2.056}
{'loss': 0.8134, 'grad_norm': 19.25, 'learning_rate': 5.3777777777777784e-06, 'epoch': 2.064}
{'loss': 0.8102, 'grad_norm': 21.0, 'learning_rate': 5.355555555555556e-06, 'epoch': 2.072}
{'loss': 0.811, 'grad_norm': 17.125, 'learning_rate': 5.333333333333334e-06, 'epoch': 2.08}
{'eval_valid_loss': 0.20497143268585205, 'eval_valid_runtime': 0.1269, 'eval_valid_samples_per_second': 78.817, 'eval_valid_steps_per_second': 39.409, 'epoch': 2.08}
{'loss': 0.8118, 'grad_norm': 16.75, 'learning_rate': 5.311111111111111e-06, 'epoch': 2.088}
{'loss': 0.83, 'grad_norm': 13.875, 'learning_rate': 5.288888888888889e-06, 'epoch': 2.096}
{'loss': 0.815, 'grad_norm': 29.75, 'learning_rate': 5.2666666666666665e-06, 'epoch': 2.104}
{'loss': 0.8104, 'grad_norm': 12.875, 'learning_rate': 5.244444444444445e-06, 'epoch': 2.112}
{'loss': 0.8203, 'grad_norm': 15.3125, 'learning_rate': 5.2222222222222226e-06, 'epoch': 2.12}
{'loss': 0.8173, 'grad_norm': 14.25, 'learning_rate': 5.2e-06, 'epoch': 2.128}
{'loss': 0.8121, 'grad_norm': 14.9375, 'learning_rate': 5.177777777777779e-06, 'epoch': 2.136}
{'loss': 0.8208, 'grad_norm': 16.25, 'learning_rate': 5.155555555555556e-06, 'epoch': 2.144}
{'loss': 0.8181, 'grad_norm': 27.625, 'learning_rate': 5.133333333333334e-06, 'epoch': 2.152}
{'loss': 0.8086, 'grad_norm': 14.375, 'learning_rate': 5.1111111111111115e-06, 'epoch': 2.16}
{'eval_valid_loss': 0.20482230186462402, 'eval_valid_runtime': 0.1261, 'eval_valid_samples_per_second': 79.311, 'eval_valid_steps_per_second': 39.655, 'epoch': 2.16}
{'loss': 0.8082, 'grad_norm': 17.125, 'learning_rate': 5.088888888888889e-06, 'epoch': 2.168}
{'loss': 0.8163, 'grad_norm': 15.6875, 'learning_rate': 5.0666666666666676e-06, 'epoch': 2.176}
{'loss': 0.8088, 'grad_norm': 14.0, 'learning_rate': 5.044444444444445e-06, 'epoch': 2.184}
{'loss': 0.8173, 'grad_norm': 14.25, 'learning_rate': 5.022222222222223e-06, 'epoch': 2.192}
{'loss': 0.8286, 'grad_norm': 16.875, 'learning_rate': 5e-06, 'epoch': 2.2}
{'loss': 0.8173, 'grad_norm': 14.9375, 'learning_rate': 4.977777777777778e-06, 'epoch': 2.208}
{'loss': 0.8104, 'grad_norm': 14.1875, 'learning_rate': 4.9555555555555565e-06, 'epoch': 2.216}
{'loss': 0.8171, 'grad_norm': 13.375, 'learning_rate': 4.933333333333334e-06, 'epoch': 2.224}
{'loss': 0.8078, 'grad_norm': 21.125, 'learning_rate': 4.911111111111112e-06, 'epoch': 2.232}
{'loss': 0.8166, 'grad_norm': 27.625, 'learning_rate': 4.888888888888889e-06, 'epoch': 2.24}
{'eval_valid_loss': 0.20504255592823029, 'eval_valid_runtime': 0.1258, 'eval_valid_samples_per_second': 79.485, 'eval_valid_steps_per_second': 39.743, 'epoch': 2.24}
{'loss': 0.8201, 'grad_norm': 18.125, 'learning_rate': 4.866666666666667e-06, 'epoch': 2.248}
{'loss': 0.8113, 'grad_norm': 13.75, 'learning_rate': 4.8444444444444446e-06, 'epoch': 2.2560000000000002}
{'loss': 0.8229, 'grad_norm': 21.75, 'learning_rate': 4.822222222222222e-06, 'epoch': 2.2640000000000002}
{'loss': 0.8176, 'grad_norm': 14.25, 'learning_rate': 4.800000000000001e-06, 'epoch': 2.2720000000000002}
{'loss': 0.8169, 'grad_norm': 14.9375, 'learning_rate': 4.777777777777778e-06, 'epoch': 2.2800000000000002}
{'loss': 0.7987, 'grad_norm': 15.3125, 'learning_rate': 4.755555555555556e-06, 'epoch': 2.288}
{'loss': 0.8122, 'grad_norm': 15.8125, 'learning_rate': 4.7333333333333335e-06, 'epoch': 2.296}
{'loss': 0.8165, 'grad_norm': 17.875, 'learning_rate': 4.711111111111111e-06, 'epoch': 2.304}
{'loss': 0.816, 'grad_norm': 28.75, 'learning_rate': 4.6888888888888895e-06, 'epoch': 2.312}
{'loss': 0.8136, 'grad_norm': 15.8125, 'learning_rate': 4.666666666666667e-06, 'epoch': 2.32}
{'eval_valid_loss': 0.20467162132263184, 'eval_valid_runtime': 0.1262, 'eval_valid_samples_per_second': 79.244, 'eval_valid_steps_per_second': 39.622, 'epoch': 2.32}
{'loss': 0.819, 'grad_norm': 16.875, 'learning_rate': 4.644444444444445e-06, 'epoch': 2.328}
{'loss': 0.8114, 'grad_norm': 18.0, 'learning_rate': 4.622222222222222e-06, 'epoch': 2.336}
{'loss': 0.8092, 'grad_norm': 15.25, 'learning_rate': 4.600000000000001e-06, 'epoch': 2.344}
{'loss': 0.8127, 'grad_norm': 24.125, 'learning_rate': 4.5777777777777785e-06, 'epoch': 2.352}
{'loss': 0.8156, 'grad_norm': 15.6875, 'learning_rate': 4.555555555555556e-06, 'epoch': 2.36}
{'loss': 0.8182, 'grad_norm': 19.0, 'learning_rate': 4.533333333333334e-06, 'epoch': 2.368}
{'loss': 0.8241, 'grad_norm': 16.75, 'learning_rate': 4.511111111111111e-06, 'epoch': 2.376}
{'loss': 0.8078, 'grad_norm': 24.875, 'learning_rate': 4.488888888888889e-06, 'epoch': 2.384}
{'loss': 0.8214, 'grad_norm': 12.75, 'learning_rate': 4.4666666666666665e-06, 'epoch': 2.392}
{'loss': 0.8045, 'grad_norm': 24.0, 'learning_rate': 4.444444444444444e-06, 'epoch': 2.4}
{'eval_valid_loss': 0.20405666530132294, 'eval_valid_runtime': 0.1258, 'eval_valid_samples_per_second': 79.516, 'eval_valid_steps_per_second': 39.758, 'epoch': 2.4}
{'loss': 0.8147, 'grad_norm': 18.5, 'learning_rate': 4.422222222222223e-06, 'epoch': 2.408}
{'loss': 0.8104, 'grad_norm': 12.875, 'learning_rate': 4.4e-06, 'epoch': 2.416}
{'loss': 0.8114, 'grad_norm': 16.5, 'learning_rate': 4.377777777777778e-06, 'epoch': 2.424}
{'loss': 0.8106, 'grad_norm': 12.875, 'learning_rate': 4.3555555555555555e-06, 'epoch': 2.432}
{'loss': 0.8169, 'grad_norm': 13.75, 'learning_rate': 4.333333333333334e-06, 'epoch': 2.44}
{'loss': 0.8154, 'grad_norm': 16.625, 'learning_rate': 4.3111111111111115e-06, 'epoch': 2.448}
{'loss': 0.8216, 'grad_norm': 22.75, 'learning_rate': 4.288888888888889e-06, 'epoch': 2.456}
{'loss': 0.8131, 'grad_norm': 16.125, 'learning_rate': 4.266666666666668e-06, 'epoch': 2.464}
{'loss': 0.8101, 'grad_norm': 17.625, 'learning_rate': 4.244444444444445e-06, 'epoch': 2.472}
{'loss': 0.8158, 'grad_norm': 15.9375, 'learning_rate': 4.222222222222223e-06, 'epoch': 2.48}
{'eval_valid_loss': 0.20415620505809784, 'eval_valid_runtime': 0.1256, 'eval_valid_samples_per_second': 79.635, 'eval_valid_steps_per_second': 39.818, 'epoch': 2.48}
{'loss': 0.8147, 'grad_norm': 16.375, 'learning_rate': 4.2000000000000004e-06, 'epoch': 2.488}
{'loss': 0.8174, 'grad_norm': 19.0, 'learning_rate': 4.177777777777778e-06, 'epoch': 2.496}
{'loss': 0.8134, 'grad_norm': 14.4375, 'learning_rate': 4.155555555555556e-06, 'epoch': 2.504}
{'loss': 0.8188, 'grad_norm': 19.625, 'learning_rate': 4.133333333333333e-06, 'epoch': 2.512}
{'loss': 0.8066, 'grad_norm': 15.625, 'learning_rate': 4.111111111111111e-06, 'epoch': 2.52}
{'loss': 0.8245, 'grad_norm': 31.5, 'learning_rate': 4.088888888888889e-06, 'epoch': 2.528}
{'loss': 0.8034, 'grad_norm': 22.875, 'learning_rate': 4.066666666666667e-06, 'epoch': 2.536}
{'loss': 0.8141, 'grad_norm': 18.5, 'learning_rate': 4.044444444444445e-06, 'epoch': 2.544}
{'loss': 0.8062, 'grad_norm': 15.5, 'learning_rate': 4.022222222222222e-06, 'epoch': 2.552}
{'loss': 0.8215, 'grad_norm': 18.5, 'learning_rate': 4.000000000000001e-06, 'epoch': 2.56}
{'eval_valid_loss': 0.20411670207977295, 'eval_valid_runtime': 0.1262, 'eval_valid_samples_per_second': 79.265, 'eval_valid_steps_per_second': 39.632, 'epoch': 2.56}
{'loss': 0.8123, 'grad_norm': 14.0625, 'learning_rate': 3.977777777777778e-06, 'epoch': 2.568}
{'loss': 0.8056, 'grad_norm': 15.4375, 'learning_rate': 3.955555555555556e-06, 'epoch': 2.576}
{'loss': 0.814, 'grad_norm': 22.875, 'learning_rate': 3.9333333333333335e-06, 'epoch': 2.584}
{'loss': 0.8115, 'grad_norm': 19.0, 'learning_rate': 3.911111111111112e-06, 'epoch': 2.592}
{'loss': 0.8054, 'grad_norm': 15.125, 'learning_rate': 3.88888888888889e-06, 'epoch': 2.6}
{'loss': 0.8141, 'grad_norm': 15.75, 'learning_rate': 3.866666666666667e-06, 'epoch': 2.608}
{'loss': 0.8062, 'grad_norm': 21.125, 'learning_rate': 3.844444444444445e-06, 'epoch': 2.616}
{'loss': 0.8144, 'grad_norm': 19.75, 'learning_rate': 3.8222222222222224e-06, 'epoch': 2.624}
{'loss': 0.8081, 'grad_norm': 17.5, 'learning_rate': 3.8000000000000005e-06, 'epoch': 2.632}
{'loss': 0.809, 'grad_norm': 17.625, 'learning_rate': 3.777777777777778e-06, 'epoch': 2.64}
{'eval_valid_loss': 0.20411375164985657, 'eval_valid_runtime': 0.1264, 'eval_valid_samples_per_second': 79.129, 'eval_valid_steps_per_second': 39.565, 'epoch': 2.64}
{'loss': 0.812, 'grad_norm': 15.6875, 'learning_rate': 3.7555555555555557e-06, 'epoch': 2.648}
{'loss': 0.8081, 'grad_norm': 18.375, 'learning_rate': 3.7333333333333337e-06, 'epoch': 2.656}
{'loss': 0.8063, 'grad_norm': 22.5, 'learning_rate': 3.7111111111111113e-06, 'epoch': 2.664}
{'loss': 0.8217, 'grad_norm': 22.0, 'learning_rate': 3.688888888888889e-06, 'epoch': 2.672}
{'loss': 0.8141, 'grad_norm': 14.6875, 'learning_rate': 3.6666666666666666e-06, 'epoch': 2.68}
{'loss': 0.8113, 'grad_norm': 15.3125, 'learning_rate': 3.644444444444445e-06, 'epoch': 2.6879999999999997}
{'loss': 0.8085, 'grad_norm': 15.75, 'learning_rate': 3.6222222222222226e-06, 'epoch': 2.6959999999999997}
{'loss': 0.8176, 'grad_norm': 19.125, 'learning_rate': 3.6000000000000003e-06, 'epoch': 2.7039999999999997}
{'loss': 0.8079, 'grad_norm': 16.0, 'learning_rate': 3.577777777777778e-06, 'epoch': 2.7119999999999997}
{'loss': 0.8219, 'grad_norm': 17.125, 'learning_rate': 3.555555555555556e-06, 'epoch': 2.7199999999999998}
{'eval_valid_loss': 0.20369704067707062, 'eval_valid_runtime': 0.1259, 'eval_valid_samples_per_second': 79.425, 'eval_valid_steps_per_second': 39.712, 'epoch': 2.7199999999999998}
{'loss': 0.8079, 'grad_norm': 18.25, 'learning_rate': 3.5333333333333335e-06, 'epoch': 2.7279999999999998}
{'loss': 0.8136, 'grad_norm': 15.875, 'learning_rate': 3.511111111111111e-06, 'epoch': 2.7359999999999998}
{'loss': 0.8102, 'grad_norm': 14.375, 'learning_rate': 3.4888888888888896e-06, 'epoch': 2.7439999999999998}
{'loss': 0.8054, 'grad_norm': 15.0, 'learning_rate': 3.4666666666666672e-06, 'epoch': 2.752}
{'loss': 0.8024, 'grad_norm': 12.25, 'learning_rate': 3.444444444444445e-06, 'epoch': 2.76}
{'loss': 0.8022, 'grad_norm': 18.0, 'learning_rate': 3.4222222222222224e-06, 'epoch': 2.768}
{'loss': 0.8081, 'grad_norm': 15.4375, 'learning_rate': 3.4000000000000005e-06, 'epoch': 2.776}
{'loss': 0.8125, 'grad_norm': 20.5, 'learning_rate': 3.377777777777778e-06, 'epoch': 2.784}
{'loss': 0.8083, 'grad_norm': 16.375, 'learning_rate': 3.3555555555555557e-06, 'epoch': 2.792}
{'loss': 0.8088, 'grad_norm': 18.75, 'learning_rate': 3.3333333333333333e-06, 'epoch': 2.8}
{'eval_valid_loss': 0.20386643707752228, 'eval_valid_runtime': 0.126, 'eval_valid_samples_per_second': 79.378, 'eval_valid_steps_per_second': 39.689, 'epoch': 2.8}
{'loss': 0.808, 'grad_norm': 20.75, 'learning_rate': 3.3111111111111118e-06, 'epoch': 2.808}
{'loss': 0.8068, 'grad_norm': 13.0625, 'learning_rate': 3.2888888888888894e-06, 'epoch': 2.816}
{'loss': 0.8047, 'grad_norm': 15.9375, 'learning_rate': 3.266666666666667e-06, 'epoch': 2.824}
{'loss': 0.8039, 'grad_norm': 21.125, 'learning_rate': 3.2444444444444446e-06, 'epoch': 2.832}
{'loss': 0.8146, 'grad_norm': 24.375, 'learning_rate': 3.2222222222222227e-06, 'epoch': 2.84}
{'loss': 0.8136, 'grad_norm': 18.75, 'learning_rate': 3.2000000000000003e-06, 'epoch': 2.848}
{'loss': 0.8076, 'grad_norm': 17.125, 'learning_rate': 3.177777777777778e-06, 'epoch': 2.856}
{'loss': 0.8057, 'grad_norm': 19.125, 'learning_rate': 3.1555555555555555e-06, 'epoch': 2.864}
{'loss': 0.8155, 'grad_norm': 13.75, 'learning_rate': 3.133333333333334e-06, 'epoch': 2.872}
{'loss': 0.818, 'grad_norm': 27.125, 'learning_rate': 3.1111111111111116e-06, 'epoch': 2.88}
{'eval_valid_loss': 0.20332741737365723, 'eval_valid_runtime': 0.1258, 'eval_valid_samples_per_second': 79.484, 'eval_valid_steps_per_second': 39.742, 'epoch': 2.88}
{'loss': 0.8114, 'grad_norm': 15.8125, 'learning_rate': 3.088888888888889e-06, 'epoch': 2.888}
{'loss': 0.8157, 'grad_norm': 21.0, 'learning_rate': 3.066666666666667e-06, 'epoch': 2.896}
{'loss': 0.8129, 'grad_norm': 14.9375, 'learning_rate': 3.044444444444445e-06, 'epoch': 2.904}
{'loss': 0.8074, 'grad_norm': 15.9375, 'learning_rate': 3.0222222222222225e-06, 'epoch': 2.912}
{'loss': 0.8042, 'grad_norm': 16.875, 'learning_rate': 3e-06, 'epoch': 2.92}
{'loss': 0.8073, 'grad_norm': 18.25, 'learning_rate': 2.9777777777777777e-06, 'epoch': 2.928}
{'loss': 0.8137, 'grad_norm': 15.1875, 'learning_rate': 2.955555555555556e-06, 'epoch': 2.936}
{'loss': 0.801, 'grad_norm': 16.5, 'learning_rate': 2.9333333333333338e-06, 'epoch': 2.944}
{'loss': 0.8171, 'grad_norm': 16.125, 'learning_rate': 2.9111111111111114e-06, 'epoch': 2.952}
{'loss': 0.8106, 'grad_norm': 15.125, 'learning_rate': 2.888888888888889e-06, 'epoch': 2.96}
{'eval_valid_loss': 0.2036745250225067, 'eval_valid_runtime': 0.1256, 'eval_valid_samples_per_second': 79.623, 'eval_valid_steps_per_second': 39.812, 'epoch': 2.96}
{'loss': 0.8134, 'grad_norm': 16.125, 'learning_rate': 2.866666666666667e-06, 'epoch': 2.968}
{'loss': 0.8116, 'grad_norm': 13.375, 'learning_rate': 2.8444444444444446e-06, 'epoch': 2.976}
{'loss': 0.8102, 'grad_norm': 22.125, 'learning_rate': 2.8222222222222223e-06, 'epoch': 2.984}
{'loss': 0.8135, 'grad_norm': 14.3125, 'learning_rate': 2.8000000000000003e-06, 'epoch': 2.992}
{'loss': 0.8047, 'grad_norm': 17.125, 'learning_rate': 2.7777777777777783e-06, 'epoch': 3.0}
{'loss': 0.8094, 'grad_norm': 20.25, 'learning_rate': 2.755555555555556e-06, 'epoch': 3.008}
{'loss': 0.804, 'grad_norm': 16.125, 'learning_rate': 2.7333333333333336e-06, 'epoch': 3.016}
{'loss': 0.8155, 'grad_norm': 13.75, 'learning_rate': 2.7111111111111116e-06, 'epoch': 3.024}
{'loss': 0.8126, 'grad_norm': 17.0, 'learning_rate': 2.6888888888888892e-06, 'epoch': 3.032}
{'loss': 0.8148, 'grad_norm': 17.25, 'learning_rate': 2.666666666666667e-06, 'epoch': 3.04}
{'eval_valid_loss': 0.20348303020000458, 'eval_valid_runtime': 0.1256, 'eval_valid_samples_per_second': 79.617, 'eval_valid_steps_per_second': 39.808, 'epoch': 3.04}
{'loss': 0.8048, 'grad_norm': 19.25, 'learning_rate': 2.6444444444444444e-06, 'epoch': 3.048}
{'loss': 0.8161, 'grad_norm': 23.375, 'learning_rate': 2.6222222222222225e-06, 'epoch': 3.056}
{'loss': 0.8035, 'grad_norm': 14.0, 'learning_rate': 2.6e-06, 'epoch': 3.064}
{'loss': 0.8134, 'grad_norm': 15.5, 'learning_rate': 2.577777777777778e-06, 'epoch': 3.072}
{'loss': 0.8062, 'grad_norm': 13.125, 'learning_rate': 2.5555555555555557e-06, 'epoch': 3.08}
{'loss': 0.8034, 'grad_norm': 13.4375, 'learning_rate': 2.5333333333333338e-06, 'epoch': 3.088}
{'loss': 0.8231, 'grad_norm': 14.125, 'learning_rate': 2.5111111111111114e-06, 'epoch': 3.096}
{'loss': 0.8138, 'grad_norm': 16.625, 'learning_rate': 2.488888888888889e-06, 'epoch': 3.104}
{'loss': 0.8113, 'grad_norm': 14.5, 'learning_rate': 2.466666666666667e-06, 'epoch': 3.112}
{'loss': 0.8008, 'grad_norm': 19.0, 'learning_rate': 2.4444444444444447e-06, 'epoch': 3.12}
{'eval_valid_loss': 0.20374493300914764, 'eval_valid_runtime': 0.1255, 'eval_valid_samples_per_second': 79.657, 'eval_valid_steps_per_second': 39.828, 'epoch': 3.12}
{'loss': 0.8044, 'grad_norm': 17.0, 'learning_rate': 2.4222222222222223e-06, 'epoch': 3.128}
{'loss': 0.8069, 'grad_norm': 16.125, 'learning_rate': 2.4000000000000003e-06, 'epoch': 3.136}
{'loss': 0.8104, 'grad_norm': 22.125, 'learning_rate': 2.377777777777778e-06, 'epoch': 3.144}
{'loss': 0.8055, 'grad_norm': 20.625, 'learning_rate': 2.3555555555555555e-06, 'epoch': 3.152}
{'loss': 0.8064, 'grad_norm': 13.875, 'learning_rate': 2.3333333333333336e-06, 'epoch': 3.16}
{'loss': 0.8092, 'grad_norm': 16.5, 'learning_rate': 2.311111111111111e-06, 'epoch': 3.168}
{'loss': 0.8105, 'grad_norm': 16.5, 'learning_rate': 2.2888888888888892e-06, 'epoch': 3.176}
{'loss': 0.8125, 'grad_norm': 14.8125, 'learning_rate': 2.266666666666667e-06, 'epoch': 3.184}
{'loss': 0.801, 'grad_norm': 16.0, 'learning_rate': 2.2444444444444445e-06, 'epoch': 3.192}
{'loss': 0.7996, 'grad_norm': 17.5, 'learning_rate': 2.222222222222222e-06, 'epoch': 3.2}
{'eval_valid_loss': 0.2034030705690384, 'eval_valid_runtime': 0.1254, 'eval_valid_samples_per_second': 79.759, 'eval_valid_steps_per_second': 39.88, 'epoch': 3.2}
{'loss': 0.8148, 'grad_norm': 17.125, 'learning_rate': 2.2e-06, 'epoch': 3.208}
{'loss': 0.8131, 'grad_norm': 17.0, 'learning_rate': 2.1777777777777777e-06, 'epoch': 3.216}
{'loss': 0.8034, 'grad_norm': 16.375, 'learning_rate': 2.1555555555555558e-06, 'epoch': 3.224}
{'loss': 0.808, 'grad_norm': 19.375, 'learning_rate': 2.133333333333334e-06, 'epoch': 3.232}
